Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,MRP_bin,Vis_per_Weight,Is_New_Outlet
FDF11,10.195,Regular,0.017658634,Starchy Foods,240.1538,OUT049,1999,Medium,Tier 1,Supermarket Type1,1442.1228,26,Very_High,0.0017320875201483552,0
FDH46,6.935,Regular,0.041282286,Snack Foods,103.5332,OUT046,1997,Small,Tier 1,Supermarket Type1,1230.3984,28,Medium,0.0059527440587247215,0
FDY33,14.5,Regular,0.170186628,Snack Foods,159.0262,OUT019,1985,Small,Tier 1,Grocery Store,159.1262,40,High,0.011737008018137379,0
DRG23,8.88,Low Fat,0.086781204,Hard Drinks,152.2682,OUT046,1997,Small,Tier 1,Supermarket Type1,1829.6184,28,High,0.00977265700758367,0
FDY04,17.7,Regular,0.042270751,Frozen Foods,162.521,OUT027,1985,Medium,Tier 3,Supermarket Type3,4567.388,40,High,0.0023881778876735657,0
FDE26,9.3,Low Fat,0.089186275,Canned,145.3786,OUT045,2002,Small,Tier 2,Supermarket Type1,2745.0934,23,High,0.00958992101183645,0
NCU42,9.0,Low Fat,0.019502965,Household,169.4474,OUT035,2004,Small,Tier 2,Supermarket Type1,4211.185,21,High,0.0021669958703337926,0
NCO42,21.25,LF,0.024650932,Household,146.0102,OUT035,2004,Small,Tier 2,Supermarket Type1,2916.204,21,High,0.0011600438042332327,0
FDU25,12.35,Low Fat,0.026722744,Canned,59.2246,OUT049,1999,Medium,Tier 1,Supermarket Type1,984.7182,26,Low,0.002163784764066011,0
FDW02,4.805,Regular,0.037516862,Dairy,124.3704,OUT027,1985,Medium,Tier 3,Supermarket Type3,3004.0896,40,Medium,0.007807878083688224,0
FDS22,16.85,Regular,0.023154399,Snack Foods,43.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,351.5424,28,Low,0.0013741482270535174,0
FDG57,14.7,Low Fat,0.072284689,Fruits and Vegetables,49.8034,OUT035,2004,Small,Tier 2,Supermarket Type1,631.8442,21,Low,0.00491732544780099,0
FDQ25,8.63,Regular,0.028391879,Canned,173.9422,OUT018,2009,Medium,Tier 3,Supermarket Type2,4138.6128,16,High,0.0032899044855267106,0
NCS06,7.935,Low Fat,0.031866022,Household,261.291,OUT018,2009,Medium,Tier 3,Supermarket Type2,2892.901,16,Very_High,0.004015881283442812,0
FDC29,8.39,Regular,0.024088444,Frozen Foods,112.7176,OUT027,1985,Medium,Tier 3,Supermarket Type3,1832.2816,40,Medium,0.00287108952668778,0
NCZ41,19.85,Low Fat,0.064409056,Health and Hygiene,126.7704,OUT035,2004,Small,Tier 2,Supermarket Type1,1752.3856,21,Medium,0.003244788551899821,0
FDW23,5.765,Low Fat,0.082012293,Baking Goods,37.5164,OUT046,1997,Small,Tier 1,Supermarket Type1,656.4788,28,Low,0.014225893976427758,0
FDB03,17.75,Regular,0.157075658,Dairy,240.5538,OUT049,1999,Medium,Tier 1,Supermarket Type1,3845.6608,26,Very_High,0.008849332346516487,0
FDN25,7.895,Regular,0.107110465,Breakfast,55.5588,OUT019,1985,Small,Tier 1,Grocery Store,229.0352,40,Low,0.01356687161914229,0
NCN05,8.235,Low Fat,0.014459672,Health and Hygiene,181.895,OUT046,1997,Small,Tier 1,Supermarket Type1,732.38,28,High,0.0017558798110649898,0
FDV43,16.0,Low Fat,0.076483451,Fruits and Vegetables,43.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,847.5634,40,Low,0.004780215388736538,0
FDG44,6.13,Low Fat,0.10234983,Fruits and Vegetables,55.0298,OUT049,1999,Medium,Tier 1,Supermarket Type1,539.298,26,Low,0.01669654376891619,0
FDS12,9.1,Low Fat,0.174827835,Baking Goods,127.2362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.8706,16,Medium,0.019211847888807924,0
FDI52,18.7,Low Fat,0.104591027,Frozen Foods,121.4072,OUT013,1987,High,Tier 3,Supermarket Type1,2450.144,38,Medium,0.005593102749031939,0
FDU12,15.5,Regular,0.075868843,Baking Goods,261.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,1845.5976,26,Very_High,0.00489476374872492,0
FDG58,10.695,Regular,0.086764795,Snack Foods,156.7972,OUT035,2004,Small,Tier 2,Supermarket Type1,3427.5384,21,High,0.008112649545334312,0
FDA16,6.695,Low Fat,0.03408026,Frozen Foods,220.8456,OUT018,2009,Medium,Tier 3,Supermarket Type2,5084.0488,16,Very_High,0.005090404019357129,0
NCD18,16.0,Low Fat,0.072655379,Household,229.8668,OUT035,2004,Small,Tier 2,Supermarket Type1,4837.7028,21,Very_High,0.004540960903689943,0
FDI21,5.59,Regular,0.056555715,Snack Foods,62.6168,OUT013,1987,High,Tier 3,Supermarket Type1,639.168,38,Low,0.010117299621234414,0
FDW31,11.35,reg,0.043402224,Fruits and Vegetables,197.0742,OUT017,2007,Small,Tier 2,Supermarket Type1,2587.9646,18,Very_High,0.0038239841564771675,0
FDB35,12.3,Regular,0.064882207,Starchy Foods,93.8804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.0864,16,Low,0.0052749757500019714,0
FDK58,11.35,Regular,0.044764726,Snack Foods,102.4016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2428.8384,40,Medium,0.003944028374975474,0
FDU14,17.75,Low Fat,0.034752647,Dairy,248.775,OUT046,1997,Small,Tier 1,Supermarket Type1,3745.125,28,Very_High,0.001957895495329831,0
NCP43,17.75,Low Fat,0.030631323,Others,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,2516.724,16,High,0.0017257082408051693,0
FDM20,10.0,LF,0.045614834125,Fruits and Vegetables,245.0144,OUT027,1985,Medium,Tier 3,Supermarket Type3,3185.1872,40,Very_High,0.004561482956351705,0
FDT36,12.3,Low Fat,0.110735739,Baking Goods,35.2874,OUT027,1985,Medium,Tier 3,Supermarket Type3,988.0472,40,Low,0.009002904877812612,0
FDW19,12.35,Regular,0.038657256,Fruits and Vegetables,110.257,OUT018,2009,Medium,Tier 3,Supermarket Type2,1757.712,16,Medium,0.00313014193278203,0
FDB29,16.7,Regular,0.052493162,Frozen Foods,113.9176,OUT049,1999,Medium,Tier 1,Supermarket Type1,2519.3872,26,Medium,0.003143302925550723,0
FDN39,19.35,Regular,0.065890998,Meat,167.0816,OUT017,2007,Small,Tier 2,Supermarket Type1,1510.0344,18,High,0.0034052193589033924,0
FDI02,15.7,Regular,0.114565093,Canned,112.0202,OUT046,1997,Small,Tier 1,Supermarket Type1,337.5606,28,Medium,0.007297139216742726,0
FDA46,13.6,Low Fat,0.117065801,Snack Foods,196.1136,OUT027,1985,Medium,Tier 3,Supermarket Type3,6026.8216,40,Very_High,0.008607778852369203,0
FDV36,18.7,Low Fat,0.026450779,Baking Goods,124.902,OUT017,2007,Small,Tier 2,Supermarket Type1,2909.546,18,Medium,0.0014144800847871613,0
FDE35,7.06,reg,0.043863865,Starchy Foods,59.5904,OUT013,1987,High,Tier 3,Supermarket Type1,761.6752,38,Low,0.006213011159630148,0
FDT46,11.35,Low Fat,0.03632598625,Snack Foods,52.4008,OUT035,2004,Small,Tier 2,Supermarket Type1,809.6128,21,Low,0.003200527140922719,0
FDS21,19.85,Regular,0.036551446,Snack Foods,62.7194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,40,Low,0.0018413825772603234,0
DRD12,6.96,Low Fat,0.077630199,Soft Drinks,90.9146,OUT017,2007,Small,Tier 2,Supermarket Type1,1459.4336,18,Low,0.011153762621585829,0
FDR14,11.65,Low Fat,0.304737387,Dairy,54.7298,OUT019,1985,Small,Tier 1,Grocery Store,107.8596,40,Low,0.026157713377020313,0
FDG22,17.6,Regular,0.041180766,Snack Foods,37.919,OUT027,1985,Medium,Tier 3,Supermarket Type3,768.999,40,Low,0.002339816117055902,0
FDX58,13.15,Low Fat,0.043831721,Snack Foods,184.195,OUT049,1999,Medium,Tier 1,Supermarket Type1,2746.425,26,High,0.0033332104689573787,0
FDB40,17.5,Regular,0.007503372,Dairy,146.7102,OUT027,1985,Medium,Tier 3,Supermarket Type3,4374.306,40,High,0.00042876408978490915,0
FDJ36,14.5,Regular,0.214681063,Baking Goods,102.7332,OUT010,1998,Medium,Tier 3,Grocery Store,205.0664,27,Medium,0.014805589530649,0
NCL53,7.5,LF,0.060649825,Health and Hygiene,177.4028,OUT010,1998,Medium,Tier 3,Grocery Store,354.2056,27,High,0.008086642255114365,0
NCX05,15.2,Low Fat,0.097258937,Health and Hygiene,114.8492,OUT045,2002,Small,Tier 2,Supermarket Type1,1506.0396,23,Medium,0.0063986138553543525,0
FDO21,11.6,Regular,0.009763021,Snack Foods,226.2404,OUT046,1997,Small,Tier 1,Supermarket Type1,1800.3232,28,Very_High,0.0008416396688241666,0
NCF07,9.0,Low Fat,0.032152981,Household,102.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1518.024,16,Medium,0.003572553047494106,0
FDU20,19.35,Regular,0.021439694,Fruits and Vegetables,119.7098,OUT013,1987,High,Tier 3,Supermarket Type1,1325.6078,38,Medium,0.0011079944647031281,0
FDK09,15.2,Low Fat,0.153592956,Snack Foods,228.0352,OUT010,1998,Medium,Tier 3,Grocery Store,458.0704,27,Very_High,0.010104799072052693,0
FDY57,20.2,Regular,0.121231308,Snack Foods,97.5752,OUT035,2004,Small,Tier 2,Supermarket Type1,1534.0032,21,Medium,0.006001549603883683,0
FDD51,11.15,Low Fat,0.119371835,Dairy,45.2744,OUT027,1985,Medium,Tier 3,Supermarket Type3,905.488,40,Low,0.010705993210224824,0
FDA49,19.7,Low Fat,0.064607378,Canned,87.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2267.7148,40,Low,0.003279562168550143,0
FDG33,5.365,Regular,0.14024028,Seafood,171.0764,OUT046,1997,Small,Tier 1,Supermarket Type1,3263.7516,28,High,0.02613984228521113,0
FDG35,21.2,Regular,0.007796485571428571,Starchy Foods,173.6738,OUT049,1999,Medium,Tier 1,Supermarket Type1,2954.1546,26,High,0.00036775873602216204,0
FDC52,11.15,Regular,0.008296692,Dairy,150.6708,OUT045,2002,Small,Tier 2,Supermarket Type1,2106.5912,23,High,0.0007440978704844959,0
FDS34,19.35,Regular,0.077193256,Snack Foods,112.7518,OUT017,2007,Small,Tier 2,Supermarket Type1,683.1108,18,Medium,0.0039893153493893874,0
NCY05,13.5,Low Fat,0.055075504,Health and Hygiene,33.3874,OUT049,1999,Medium,Tier 1,Supermarket Type1,282.2992,26,Low,0.004079666660765433,0
FDO46,9.6,Regular,0.014209811,Snack Foods,188.1872,OUT035,2004,Small,Tier 2,Supermarket Type1,1701.7848,21,Very_High,0.0014801884916470322,0
FDY20,12.5,Regular,0.081879864,Fruits and Vegetables,91.7488,OUT049,1999,Medium,Tier 1,Supermarket Type1,1358.232,26,Low,0.006550388595968912,0
FDA13,15.85,Low Fat,0.078540095,Canned,36.3506,OUT035,2004,Small,Tier 2,Supermarket Type1,607.2096,21,Low,0.004955210728377873,0
FDS04,10.195,Regular,0.146540889,Frozen Foods,141.7838,OUT013,1987,High,Tier 3,Supermarket Type1,1685.8056,38,Medium,0.014373798393938365,0
FDU51,20.2,Regular,0.097059596,Meat,178.6028,OUT017,2007,Small,Tier 2,Supermarket Type1,2302.3364,18,High,0.00480493025718167,0
FDK50,7.96,Low Fat,0.028478742,Canned,161.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2,2750.4198,16,High,0.0035777309575714877,0
FDO60,20.0,Low Fat,0.034340926,Baking Goods,45.4086,OUT013,1987,High,Tier 3,Supermarket Type1,981.3892,38,Low,0.0017170462141476892,0
FDM13,6.425,Low Fat,0.063532672,Breakfast,133.0626,OUT017,2007,Small,Tier 2,Supermarket Type1,1442.7886,18,Medium,0.009888352079633917,0
FDU12,15.5,Regular,0.075384242,Baking Goods,262.7568,OUT027,1985,Medium,Tier 3,Supermarket Type3,7646.0472,40,Very_High,0.004863499170096828,0
NCG54,12.1,Low Fat,0.080131363,Household,170.9106,OUT018,2009,Medium,Tier 3,Supermarket Type2,1539.9954,16,High,0.00662242614690693,0
FDH40,11.6,Regular,0.132111921,Frozen Foods,82.2276,OUT010,1998,Medium,Tier 3,Grocery Store,243.6828,27,Low,0.011388957725089853,0
NCI06,11.3,Low Fat,0.083547515,Household,179.166,OUT019,1985,Small,Tier 1,Grocery Store,359.532,40,High,0.007393584743930554,0
FDA58,9.395,Low Fat,0.103731617,Snack Foods,236.9932,OUT035,2004,Small,Tier 2,Supermarket Type1,4242.4776,21,Very_High,0.011041150181889284,0
FDJ02,17.2,Regular,0.025309134,Canned,147.0418,OUT017,2007,Small,Tier 2,Supermarket Type1,2354.2688,18,High,0.001471461193519698,0
FDP21,7.42,Regular,0.0258457,Snack Foods,188.9872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2458.1336,16,Very_High,0.0034832475089962922,0
FDN57,18.25,Low Fat,0.054223942,Snack Foods,142.0154,OUT035,2004,Small,Tier 2,Supermarket Type1,2127.231,21,Medium,0.002971174741305493,0
FDV26,20.25,Regular,0.075791641,Dairy,193.3794,OUT027,1985,Medium,Tier 3,Supermarket Type3,8388.4142,40,Very_High,0.0037427969015902765,0
FDZ21,17.6,Regular,0.03928284,Snack Foods,94.641,OUT049,1999,Medium,Tier 1,Supermarket Type1,2799.689,26,Medium,0.002231979418637533,0
FDG21,17.35,Regular,0.145591438,Seafood,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,1797.66,40,High,0.008391436865046864,0
FDF26,6.825,Regular,0.046824729,Canned,155.1998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,16,High,0.006860765148605839,0
FDC39,7.405,Low Fat,0.159062948,Dairy,208.9296,OUT013,1987,High,Tier 3,Supermarket Type1,2700.4848,38,Very_High,0.021480476234912053,0
FDQ24,15.7,Low Fat,0.073966786,Baking Goods,250.5724,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026.7584,16,Very_High,0.004711259954696819,0
FDC41,15.6,Low Fat,0.117574554,Frozen Foods,75.667,OUT017,2007,Small,Tier 2,Supermarket Type1,1301.639,18,Low,0.007536829901485263,0
NCO14,9.6,Low Fat,0.049617765,Household,44.2086,OUT010,1998,Medium,Tier 3,Grocery Store,44.6086,27,Low,0.00516851664911285,0
FDE05,10.895,Regular,0.032296886,Frozen Foods,144.0102,OUT027,1985,Medium,Tier 3,Supermarket Type3,5394.9774,40,High,0.002964376598037944,0
FDW52,14.0,Regular,0.037340835,Frozen Foods,163.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,3946.8624,40,High,0.0026672023094855496,0
FDL36,15.1,Low Fat,0.075707087,Baking Goods,88.183,OUT027,1985,Medium,Tier 3,Supermarket Type3,1438.128,40,Low,0.005013714038826886,0
FDS04,10.195,Regular,0.146635206,Frozen Foods,139.0838,OUT035,2004,Small,Tier 2,Supermarket Type1,3652.5788,21,Medium,0.014383049692687621,0
NCC18,19.1,LF,0.177545624,Household,172.4422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3621.2862,26,High,0.009295581921697282,0
FDN01,8.895,LF,0.072693696,Breakfast,175.937,OUT018,2009,Medium,Tier 3,Supermarket Type2,529.311,16,High,0.00817242134093071,0
FDY02,8.945,Regular,0.146701312,Dairy,262.291,OUT010,1998,Medium,Tier 3,Grocery Store,1314.955,27,Very_High,0.01640036842924892,0
FDV15,10.3,Low Fat,0.146999264,Meat,103.7648,OUT017,2007,Small,Tier 2,Supermarket Type1,2804.3496,18,Medium,0.014271771818274579,0
FDC34,16.0,Regular,0.173109453,Snack Foods,155.2972,OUT045,2002,Small,Tier 2,Supermarket Type1,3894.93,23,High,0.01081934013629124,0
FDX10,6.385,reg,0.124410284,Snack Foods,34.3874,OUT017,2007,Small,Tier 2,Supermarket Type1,388.1614,18,Low,0.019484771263152505,0
NCF19,13.0,Low Fat,0.035079516,Household,47.9034,OUT013,1987,High,Tier 3,Supermarket Type1,583.2408,38,Low,0.002698424100121223,0
FDE17,20.1,Regular,0.054763518,Frozen Foods,150.9366,OUT017,2007,Small,Tier 2,Supermarket Type1,3476.1418,18,High,0.0027245529987784574,0
FDJ08,11.1,Low Fat,0.111122936,Fruits and Vegetables,189.2846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3630.6074,16,Very_High,0.010011074413416721,0
NCN53,5.175,Low Fat,0.030330202,Health and Hygiene,35.4874,OUT013,1987,High,Tier 3,Supermarket Type1,388.1614,38,Low,0.005860907466491311,0
FDC16,11.5,Regular,0.020591699285714284,Dairy,88.254,OUT046,1997,Small,Tier 1,Supermarket Type1,1298.31,28,Low,0.0017905823908810343,0
FDO15,16.75,Regular,0.008601441,Meat,73.7038,OUT018,2009,Medium,Tier 3,Supermarket Type2,1404.1722,16,Low,0.0005135188350138009,0
FDQ23,6.55,low fat,0.024407061,Breads,102.3332,OUT027,1985,Medium,Tier 3,Supermarket Type3,1948.1308,40,Medium,0.0037262682860659106,0
DRF37,17.25,Low Fat,0.084262458,Soft Drinks,261.591,OUT013,1987,High,Tier 3,Supermarket Type1,3418.883,38,Very_High,0.004884779890737398,0
FDN40,5.88,Low Fat,0.08644044,Frozen Foods,155.3998,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.1972,21,High,0.014700752601912821,0
FDN24,14.1,LF,0.112718928,Baking Goods,54.2956,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310.2944,40,Low,0.007994249645797898,0
FDF16,7.3,Low Fat,0.086619573,Frozen Foods,147.6076,OUT017,2007,Small,Tier 2,Supermarket Type1,3251.7672,18,High,0.011865693306069411,0
FDH27,7.075,Low Fat,0.058437653,Dairy,143.0128,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5024,26,High,0.008259737772475226,0
FDY52,6.365,Low Fat,0.008658713125,Frozen Foods,59.7536,OUT017,2007,Small,Tier 2,Supermarket Type1,980.0576,18,Low,0.0013603631994716103,0
NCH55,16.35,Low Fat,0.034504414,Household,125.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.044,40,Medium,0.0021103615834641228,0
NCH18,9.3,LF,0.044652785,Household,247.0802,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.401,21,Very_High,0.004801374214905998,0
DRC01,5.92,Regular,0.019184026,Soft Drinks,50.3692,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304,38,Low,0.003240544385043178,0
NCO14,9.6,Low Fat,0.029638267,Household,42.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,133.8258,21,Low,0.0030873191575709214,0
DRG39,14.15,Low Fat,0.042180995,Dairy,52.0982,OUT046,1997,Small,Tier 1,Supermarket Type1,578.5802,28,Low,0.0029809888352658066,0
DRK13,11.8,Low Fat,0.11507174,Soft Drinks,198.2084,OUT013,1987,High,Tier 3,Supermarket Type1,3769.7596,38,Very_High,0.009751841546454107,0
FDD41,6.765,Regular,0.087437069,Frozen Foods,106.1306,OUT045,2002,Small,Tier 2,Supermarket Type1,1672.4896,23,Medium,0.012924915901712358,0
FDQ19,7.35,Regular,0.014295564,Fruits and Vegetables,242.6512,OUT027,1985,Medium,Tier 3,Supermarket Type3,12117.56,40,Very_High,0.0019449744292551797,0
FDX58,13.15,LF,0.073251428,Snack Foods,181.695,OUT010,1998,Medium,Tier 3,Grocery Store,549.285,27,High,0.005570450374870694,0
FDK40,7.035,Low Fat,0.021743592,Frozen Foods,263.191,OUT027,1985,Medium,Tier 3,Supermarket Type3,6574.775,40,Very_High,0.0030907731214252845,0
FDI52,18.7,Low Fat,0.10527024,Frozen Foods,122.9072,OUT017,2007,Small,Tier 2,Supermarket Type1,490.0288,18,Medium,0.005629424297891749,0
FDT28,13.3,Low Fat,0.063513272,Frozen Foods,149.9708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912,38,High,0.004775433625907246,0
FDH52,9.42,Regular,0.044151435,Frozen Foods,61.5194,OUT017,2007,Small,Tier 2,Supermarket Type1,866.8716,18,Low,0.004686988355946035,0
FDZ38,17.6,LF,0.008001018,Dairy,170.4422,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.0752,28,High,0.00045460326962481416,0
FDF12,8.235,Low Fat,0.0828941,Baking Goods,149.3076,OUT017,2007,Small,Tier 2,Supermarket Type1,1921.4988,18,High,0.010066070423063702,0
NCE06,5.825,Low Fat,0.091042211,Household,162.6894,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588.6304,40,High,0.01562956143698516,0
FDO45,13.15,Regular,0.038011783,Snack Foods,89.6856,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,26,Low,0.0028906296661118124,0
NCS18,12.65,Low Fat,0.042296724,Household,106.3938,OUT045,2002,Small,Tier 2,Supermarket Type1,3751.783,23,Medium,0.003343614281137211,0
NCE54,20.7,Low Fat,0.02695441,Household,73.2354,OUT045,2002,Small,Tier 2,Supermarket Type1,1504.708,23,Low,0.001302145347722447,0
FDB50,13.0,Low Fat,0.153930108,Canned,76.7986,OUT045,2002,Small,Tier 2,Supermarket Type1,2648.5524,23,Low,0.011840776627632568,0
FDZ20,16.1,Low Fat,0.034376537,Fruits and Vegetables,256.1356,OUT045,2002,Small,Tier 2,Supermarket Type1,6358.39,23,Very_High,0.0021351885009199684,0
FDB11,16.0,Low Fat,0.060971431,Starchy Foods,226.2404,OUT045,2002,Small,Tier 2,Supermarket Type1,4725.8484,23,Very_High,0.0038107141993303623,0
FDU22,12.35,Low Fat,0.102149836375,Snack Foods,118.9124,OUT013,1987,High,Tier 3,Supermarket Type1,3199.8348,38,Medium,0.008271241142004766,0
FDY48,14.0,Low Fat,0.023831558,Baking Goods,103.1332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1948.1308,16,Medium,0.00170225402126757,0
NCP30,20.5,Low Fat,0.032762495,Household,40.0822,OUT035,2004,Small,Tier 2,Supermarket Type1,1257.0304,21,Low,0.001598170409845346,0
FDD08,8.3,Low Fat,0.035347676,Fruits and Vegetables,38.0506,OUT035,2004,Small,Tier 2,Supermarket Type1,531.3084,21,Low,0.004258755631475225,0
NCG42,19.2,Low Fat,0.041291929,Household,130.131,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.648,26,Medium,0.002150621190071813,0
NCT30,9.1,Low Fat,0.080747059,Household,46.9718,OUT017,2007,Small,Tier 2,Supermarket Type1,850.8924,18,Low,0.008873302211725033,0
FDT37,14.15,Low Fat,0.035240817,Canned,255.5014,OUT013,1987,High,Tier 3,Supermarket Type1,5355.0294,38,Very_High,0.002490516926465235,0
FDU04,7.93,Low Fat,0.005557062,Frozen Foods,122.1414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2924.1936,26,Medium,0.0007007643504710781,0
NCH30,17.1,Low Fat,0.067154053,Household,114.386,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.046,28,Medium,0.003927137372682025,0
DRG37,16.2,Low Fat,0.019362306,Soft Drinks,154.6972,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692,38,High,0.0011952040002960493,0
FDS13,6.465,LF,0.124506117,Canned,264.7884,OUT046,1997,Small,Tier 1,Supermarket Type1,3709.8376,28,Very_High,0.01925848379605819,0
FDQ47,7.155,Regular,0.168871496,Breads,34.3874,OUT018,2009,Medium,Tier 3,Supermarket Type2,670.4606,16,Low,0.02360188293474732,0
FDY26,20.6,Regular,0.030504756,Dairy,212.6244,OUT035,2004,Small,Tier 2,Supermarket Type1,3599.3148,21,Very_High,0.0014808133261741102,0
FDB14,20.25,Regular,0.103142373,Canned,94.612,OUT018,2009,Medium,Tier 3,Supermarket Type2,652.484,16,Medium,0.00509345026699011,0
FDV45,16.75,low fat,0.078872251,Snack Foods,189.5556,OUT019,1985,Small,Tier 1,Grocery Store,1126.5336,40,Very_High,0.004708790823355772,0
FDR23,15.85,Low Fat,0.082120687,Breads,177.437,OUT018,2009,Medium,Tier 3,Supermarket Type2,5645.984,16,High,0.005181115572169365,0
NCS29,9.0,Low Fat,0.069487587,Health and Hygiene,266.6884,OUT013,1987,High,Tier 3,Supermarket Type1,3974.826,38,Very_High,0.007720842142128652,0
FDK33,17.85,Low Fat,0.011180843,Snack Foods,213.456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4261.12,40,Very_High,0.0006263777240124523,0
FDW24,6.8,low fat,0.037315469,Baking Goods,50.0034,OUT027,1985,Medium,Tier 3,Supermarket Type3,1992.7394,40,Low,0.005487568163592917,0
FDR08,18.7,Low Fat,0.037835765,Fruits and Vegetables,111.1886,OUT017,2007,Small,Tier 2,Supermarket Type1,2334.9606,18,Medium,0.002023302832978458,0
FDB45,20.85,Low Fat,0.021312043,Fruits and Vegetables,104.9306,OUT013,1987,High,Tier 3,Supermarket Type1,2299.6732,38,Medium,0.0010221602867069406,0
FDW32,18.35,Regular,0.094218363,Fruits and Vegetables,83.9882,OUT013,1987,High,Tier 3,Supermarket Type1,1202.4348,38,Low,0.005134515415012783,0
FDN21,18.6,Low Fat,0.076841095,Snack Foods,162.2236,OUT035,2004,Small,Tier 2,Supermarket Type1,2900.2248,21,High,0.004131241444556911,0
